Dose(Gy)         ln(S)        Survival      DoseB(Gy)            RBE   depth(slice)
0              0              1              0            nan           1178
0              0              1              0            nan           1179
0              0              1              0            nan           1180
0              0              1              0            nan           1181
0              0              1              0            nan           1182
0              0              1              0            nan           1183
0              0              1              0            nan           1184
0              0              1              0            nan           1185
0              0              1              0            nan           1186
0              0              1              0            nan           1187
0              0              1              0            nan           1188
0              0              1              0            nan           1189
0              0              1              0            nan           1190
0              0              1              0            nan           1191
0              0              1              0            nan           1192
0              0              1              0            nan           1193
0              0              1              0            nan           1194
0              0              1              0            nan           1195
0              0              1              0            nan           1196
0              0              1              0            nan           1197
0              0              1              0            nan           1198
0              0              1              0            nan           1199
0              0              1              0            nan           1200
0              0              1              0            nan           1201
0              0              1              0            nan           1202
0              0              1              0            nan           1203
0              0              1              0            nan           1204
0              0              1              0            nan           1205
0              0              1              0            nan           1206
0              0              1              0            nan           1207
0              0              1              0            nan           1208
0              0              1              0            nan           1209
0              0              1              0            nan           1210
0              0              1              0            nan           1211
0              0              1              0            nan           1212
0              0              1              0            nan           1213
0              0              1              0            nan           1214
0              0              1              0            nan           1215
0              0              1              0            nan           1216
0              0              1              0            nan           1217
0              0              1              0            nan           1218
0              0              1              0            nan           1219
0              0              1              0            nan           1220
0              0              1              0            nan           1221
0              0              1              0            nan           1222
0              0              1              0            nan           1223
0              0              1              0            nan           1224
0              0              1              0            nan           1225
0              0              1              0            nan           1226
0              0              1              0            nan           1227
0              0              1              0            nan           1228
0              0              1              0            nan           1229
0              0              1              0            nan           1230
0              0              1              0            nan           1231
0              0              1              0            nan           1232
0              0              1              0            nan           1233
0              0              1              0            nan           1234
0              0              1              0            nan           1235
0              0              1              0            nan           1236
0              0              1              0            nan           1237
0              0              1              0            nan           1238
0              0              1              0            nan           1239
0              0              1              0            nan           1240
0              0              1              0            nan           1241
0              0              1              0            nan           1242
0              0              1              0            nan           1243
0              0              1              0            nan           1244
0              0              1              0            nan           1245
0              0              1              0            nan           1246
0              0              1              0            nan           1247
0              0              1              0            nan           1248
0              0              1              0            nan           1249
0              0              1              0            nan           1250
0              0              1              0            nan           1251
0              0              1              0            nan           1252
0              0              1              0            nan           1253
0              0              1              0            nan           1254
0              0              1              0            nan           1255
0              0              1              0            nan           1256
0              0              1              0            nan           1257
0              0              1              0            nan           1258
0              0              1              0            nan           1259
0              0              1              0            nan           1260
0              0              1              0            nan           1261
0              0              1              0            nan           1262
0              0              1              0            nan           1263
0              0              1              0            nan           1264
0              0              1              0            nan           1265
0              0              1              0            nan           1266
0              0              1              0            nan           1267
0              0              1              0            nan           1268
0              0              1              0            nan           1269
0              0              1              0            nan           1270
0              0              1              0            nan           1271
0              0              1              0            nan           1272
0              0              1              0            nan           1273
0              0              1              0            nan           1274
0              0              1              0            nan           1275
0              0              1              0            nan           1276
0              0              1              0            nan           1277
0              0              1              0            nan           1278
0              0              1              0            nan           1279
0              0              1              0            nan           1280
0              0              1              0            nan           1281
0              0              1              0            nan           1282
0              0              1              0            nan           1283
0              0              1              0            nan           1284
0              0              1              0            nan           1285
0              0              1              0            nan           1286
0              0              1              0            nan           1287
0              0              1              0            nan           1288
0              0              1              0            nan           1289
0              0              1              0            nan           1290
0              0              1              0            nan           1291
0              0              1              0            nan           1292
0              0              1              0            nan           1293
0              0              1              0            nan           1294
0              0              1              0            nan           1295
0              0              1              0            nan           1296
0              0              1              0            nan           1297
0              0              1              0            nan           1298
0              0              1              0            nan           1299
0              0              1              0            nan           1300
0              0              1              0            nan           1301
0              0              1              0            nan           1302
0              0              1              0            nan           1303
0              0              1              0            nan           1304
0              0              1              0            nan           1305
0              0              1              0            nan           1306
0              0              1              0            nan           1307
0              0              1              0            nan           1308
0              0              1              0            nan           1309
0              0              1              0            nan           1310
0              0              1              0            nan           1311
0              0              1              0            nan           1312
0              0              1              0            nan           1313
0              0              1              0            nan           1314
0              0              1              0            nan           1315
0              0              1              0            nan           1316
0              0              1              0            nan           1317
0              0              1              0            nan           1318
0              0              1              0            nan           1319
0              0              1              0            nan           1320
0              0              1              0            nan           1321
0              0              1              0            nan           1322
0              0              1              0            nan           1323
0              0              1              0            nan           1324
0              0              1              0            nan           1325
0              0              1              0            nan           1326
0              0              1              0            nan           1327
0              0              1              0            nan           1328
0              0              1              0            nan           1329
0              0              1              0            nan           1330
0              0              1              0            nan           1331
0              0              1              0            nan           1332
0              0              1              0            nan           1333
0              0              1              0            nan           1334
0              0              1              0            nan           1335
0              0              1              0            nan           1336
0              0              1              0            nan           1337
0              0              1              0            nan           1338
0              0              1              0            nan           1339
0              0              1              0            nan           1340
0              0              1              0            nan           1341
0              0              1              0            nan           1342
0              0              1              0            nan           1343
0              0              1              0            nan           1344
0              0              1              0            nan           1345
0              0              1              0            nan           1346
0              0              1              0            nan           1347
0              0              1              0            nan           1348
0              0              1              0            nan           1349
0              0              1              0            nan           1350
0              0              1              0            nan           1351
0              0              1              0            nan           1352
0              0              1              0            nan           1353
0              0              1              0            nan           1354
0              0              1              0            nan           1355
0              0              1              0            nan           1356
0              0              1              0            nan           1357
0              0              1              0            nan           1358
0              0              1              0            nan           1359
0              0              1              0            nan           1360
0              0              1              0            nan           1361
0              0              1              0            nan           1362
0              0              1              0            nan           1363
0              0              1              0            nan           1364
0              0              1              0            nan           1365
0              0              1              0            nan           1366
0              0              1              0            nan           1367
0              0              1              0            nan           1368
0              0              1              0            nan           1369
0              0              1              0            nan           1370
0              0              1              0            nan           1371
0              0              1              0            nan           1372
0              0              1              0            nan           1373
0              0              1              0            nan           1374
0              0              1              0            nan           1375
0              0              1              0            nan           1376
0              0              1              0            nan           1377
0              0              1              0            nan           1378
0              0              1              0            nan           1379
0              0              1              0            nan           1380
0              0              1              0            nan           1381
0              0              1              0            nan           1382
0              0              1              0            nan           1383
0              0              1              0            nan           1384
0              0              1              0            nan           1385
0              0              1              0            nan           1386
0              0              1              0            nan           1387
0              0              1              0            nan           1388
0              0              1              0            nan           1389
0              0              1              0            nan           1390
0              0              1              0            nan           1391
0              0              1              0            nan           1392
0              0              1              0            nan           1393
0              0              1              0            nan           1394
0              0              1              0            nan           1395
0              0              1              0            nan           1396
0              0              1              0            nan           1397
0              0              1              0            nan           1398
0              0              1              0            nan           1399
0              0              1              0            nan           1400
0              0              1              0            nan           1401
0              0              1              0            nan           1402
0              0              1              0            nan           1403
0              0              1              0            nan           1404
0              0              1              0            nan           1405
0              0              1              0            nan           1406
0              0              1              0            nan           1407
0              0              1              0            nan           1408
0              0              1              0            nan           1409
0              0              1              0            nan           1410
0              0              1              0            nan           1411
0              0              1              0            nan           1412
0              0              1              0            nan           1413
0              0              1              0            nan           1414
0              0              1              0            nan           1415
0              0              1              0            nan           1416
0              0              1              0            nan           1417
0              0              1              0            nan           1418
0              0              1              0            nan           1419
0              0              1              0            nan           1420
0              0              1              0            nan           1421
0              0              1              0            nan           1422
0              0              1              0            nan           1423
0              0              1              0            nan           1424
0              0              1              0            nan           1425
0              0              1              0            nan           1426
0              0              1              0            nan           1427
0              0              1              0            nan           1428
0              0              1              0            nan           1429
0              0              1              0            nan           1430
0              0              1              0            nan           1431
0              0              1              0            nan           1432
0              0              1              0            nan           1433
0              0              1              0            nan           1434
0              0              1              0            nan           1435
0              0              1              0            nan           1436
0              0              1              0            nan           1437
0              0              1              0            nan           1438
0              0              1              0            nan           1439
0              0              1              0            nan           1440
0              0              1              0            nan           1441
0              0              1              0            nan           1442
0              0              1              0            nan           1443
0              0              1              0            nan           1444
0              0              1              0            nan           1445
0              0              1              0            nan           1446
0              0              1              0            nan           1447
0              0              1              0            nan           1448
0              0              1              0            nan           1449
0              0              1              0            nan           1450
0              0              1              0            nan           1451
0              0              1              0            nan           1452
0              0              1              0            nan           1453
0              0              1              0            nan           1454
0              0              1              0            nan           1455
0              0              1              0            nan           1456
0              0              1              0            nan           1457
0              0              1              0            nan           1458
0              0              1              0            nan           1459
0              0              1              0            nan           1460
0              0              1              0            nan           1461
0              0              1              0            nan           1462
0              0              1              0            nan           1463
0              0              1              0            nan           1464
0              0              1              0            nan           1465
0              0              1              0            nan           1466
0              0              1              0            nan           1467
0              0              1              0            nan           1468
0              0              1              0            nan           1469
0              0              1              0            nan           1470
0              0              1              0            nan           1471
0              0              1              0            nan           1472
0              0              1              0            nan           1473
0              0              1              0            nan           1474
0              0              1              0            nan           1475
0              0              1              0            nan           1476
0              0              1              0            nan           1477
0              0              1              0            nan           1478
0              0              1              0            nan           1479
0              0              1              0            nan           1480
0              0              1              0            nan           1481
0              0              1              0            nan           1482
0              0              1              0            nan           1483
0              0              1              0            nan           1484
0              0              1              0            nan           1485
0              0              1              0            nan           1486
0              0              1              0            nan           1487
0              0              1              0            nan           1488
0              0              1              0            nan           1489
0              0              1              0            nan           1490
0              0              1              0            nan           1491
0              0              1              0            nan           1492
0              0              1              0            nan           1493
0              0              1              0            nan           1494
0              0              1              0            nan           1495
0              0              1              0            nan           1496
0              0              1              0            nan           1497
0              0              1              0            nan           1498
0              0              1              0            nan           1499
0              0              1              0            nan           1500
0              0              1              0            nan           1501
0              0              1              0            nan           1502
0              0              1              0            nan           1503
0              0              1              0            nan           1504
0              0              1              0            nan           1505
0              0              1              0            nan           1506
0              0              1              0            nan           1507
0              0              1              0            nan           1508
0              0              1              0            nan           1509
0              0              1              0            nan           1510
0              0              1              0            nan           1511
0              0              1              0            nan           1512
0              0              1              0            nan           1513
0              0              1              0            nan           1514
0              0              1              0            nan           1515
0              0              1              0            nan           1516
0              0              1              0            nan           1517
0              0              1              0            nan           1518
0              0              1              0            nan           1519
0              0              1              0            nan           1520
0              0              1              0            nan           1521
0              0              1              0            nan           1522
0              0              1              0            nan           1523
0              0              1              0            nan           1524
0              0              1              0            nan           1525
0              0              1              0            nan           1526
0              0              1              0            nan           1527
0              0              1              0            nan           1528
0              0              1              0            nan           1529
0              0              1              0            nan           1530
0              0              1              0            nan           1531
0              0              1              0            nan           1532
0              0              1              0            nan           1533
0              0              1              0            nan           1534
0              0              1              0            nan           1535
0              0              1              0            nan           1536
0              0              1              0            nan           1537
0              0              1              0            nan           1538
0              0              1              0            nan           1539
0              0              1              0            nan           1540
0              0              1              0            nan           1541
0              0              1              0            nan           1542
0              0              1              0            nan           1543
0              0              1              0            nan           1544
0              0              1              0            nan           1545
0              0              1              0            nan           1546
0              0              1              0            nan           1547
0              0              1              0            nan           1548
0              0              1              0            nan           1549
0              0              1              0            nan           1550
0              0              1              0            nan           1551
0              0              1              0            nan           1552
0              0              1              0            nan           1553
0              0              1              0            nan           1554
0              0              1              0            nan           1555
0              0              1              0            nan           1556
0              0              1              0            nan           1557
0              0              1              0            nan           1558
0              0              1              0            nan           1559
0              0              1              0            nan           1560
0              0              1              0            nan           1561
0              0              1              0            nan           1562
0              0              1              0            nan           1563
0              0              1              0            nan           1564
0              0              1              0            nan           1565
0              0              1              0            nan           1566
0              0              1              0            nan           1567
0              0              1              0            nan           1568
0              0              1              0            nan           1569
0              0              1              0            nan           1570
0              0              1              0            nan           1571
0              0              1              0            nan           1572
0              0              1              0            nan           1573
0              0              1              0            nan           1574
0              0              1              0            nan           1575
0              0              1              0            nan           1576
0              0              1              0            nan           1577
0              0              1              0            nan           1578
0              0              1              0            nan           1579
0              0              1              0            nan           1580
0              0              1              0            nan           1581
0              0              1              0            nan           1582
0              0              1              0            nan           1583
0              0              1              0            nan           1584
0              0              1              0            nan           1585
0              0              1              0            nan           1586
0              0              1              0            nan           1587
0              0              1              0            nan           1588
0              0              1              0            nan           1589
0              0              1              0            nan           1590
0              0              1              0            nan           1591
0              0              1              0            nan           1592
0              0              1              0            nan           1593
0              0              1              0            nan           1594
0              0              1              0            nan           1595
0              0              1              0            nan           1596
0              0              1              0            nan           1597
0              0              1              0            nan           1598
0              0              1              0            nan           1599
0              0              1              0            nan           1600
0              0              1              0            nan           1601
0              0              1              0            nan           1602
0              0              1              0            nan           1603
0              0              1              0            nan           1604
0              0              1              0            nan           1605
0              0              1              0            nan           1606
0              0              1              0            nan           1607
0              0              1              0            nan           1608
0              0              1              0            nan           1609
0              0              1              0            nan           1610
0              0              1              0            nan           1611
0              0              1              0            nan           1612
0              0              1              0            nan           1613
0              0              1              0            nan           1614
0              0              1              0            nan           1615
0              0              1              0            nan           1616
0              0              1              0            nan           1617
0              0              1              0            nan           1618
0              0              1              0            nan           1619
0              0              1              0            nan           1620
0              0              1              0            nan           1621
0              0              1              0            nan           1622
0              0              1              0            nan           1623
0              0              1              0            nan           1624
0              0              1              0            nan           1625
0              0              1              0            nan           1626
0              0              1              0            nan           1627
0              0              1              0            nan           1628
0              0              1              0            nan           1629
0              0              1              0            nan           1630
0              0              1              0            nan           1631
0              0              1              0            nan           1632
0              0              1              0            nan           1633
0              0              1              0            nan           1634
0              0              1              0            nan           1635
0              0              1              0            nan           1636
0              0              1              0            nan           1637
0              0              1              0            nan           1638
0              0              1              0            nan           1639
0              0              1              0            nan           1640
0              0              1              0            nan           1641
0              0              1              0            nan           1642
0              0              1              0            nan           1643
0              0              1              0            nan           1644
0              0              1              0            nan           1645
0              0              1              0            nan           1646
0              0              1              0            nan           1647
0              0              1              0            nan           1648
0              0              1              0            nan           1649
0              0              1              0            nan           1650
0              0              1              0            nan           1651
0              0              1              0            nan           1652
0              0              1              0            nan           1653
0              0              1              0            nan           1654
0              0              1              0            nan           1655
0              0              1              0            nan           1656
0              0              1              0            nan           1657
0              0              1              0            nan           1658
0              0              1              0            nan           1659
0              0              1              0            nan           1660
0              0              1              0            nan           1661
0              0              1              0            nan           1662
0              0              1              0            nan           1663
0              0              1              0            nan           1664
0              0              1              0            nan           1665
0              0              1              0            nan           1666
0              0              1              0            nan           1667
0              0              1              0            nan           1668
0              0              1              0            nan           1669
0              0              1              0            nan           1670
0              0              1              0            nan           1671
0              0              1              0            nan           1672
0              0              1              0            nan           1673
0              0              1              0            nan           1674
0              0              1              0            nan           1675
0              0              1              0            nan           1676
0              0              1              0            nan           1677
0              0              1              0            nan           1678
0              0              1              0            nan           1679
0              0              1              0            nan           1680
0              0              1              0            nan           1681
0              0              1              0            nan           1682
0              0              1              0            nan           1683
0              0              1              0            nan           1684
0              0              1              0            nan           1685
0              0              1              0            nan           1686
0              0              1              0            nan           1687
0              0              1              0            nan           1688
0              0              1              0            nan           1689
0              0              1              0            nan           1690
0              0              1              0            nan           1691
0              0              1              0            nan           1692
0              0              1              0            nan           1693
0              0              1              0            nan           1694
0              0              1              0            nan           1695
0              0              1              0            nan           1696
0              0              1              0            nan           1697
0              0              1              0            nan           1698
0              0              1              0            nan           1699
0              0              1              0            nan           1700
0              0              1              0            nan           1701
0              0              1              0            nan           1702
0              0              1              0            nan           1703
0              0              1              0            nan           1704
0              0              1              0            nan           1705
0              0              1              0            nan           1706
0              0              1              0            nan           1707
0              0              1              0            nan           1708
0              0              1              0            nan           1709
0              0              1              0            nan           1710
0              0              1              0            nan           1711
0              0              1              0            nan           1712
0              0              1              0            nan           1713
0              0              1              0            nan           1714
0              0              1              0            nan           1715
0              0              1              0            nan           1716
0              0              1              0            nan           1717
0              0              1              0            nan           1718
0              0              1              0            nan           1719
0              0              1              0            nan           1720
0              0              1              0            nan           1721
0              0              1              0            nan           1722
0              0              1              0            nan           1723
0              0              1              0            nan           1724
0              0              1              0            nan           1725
0              0              1              0            nan           1726
0              0              1              0            nan           1727
0              0              1              0            nan           1728
0              0              1              0            nan           1729
0              0              1              0            nan           1730
0              0              1              0            nan           1731
0              0              1              0            nan           1732
0              0              1              0            nan           1733
0              0              1              0            nan           1734
0              0              1              0            nan           1735
0              0              1              0            nan           1736
0              0              1              0            nan           1737
0              0              1              0            nan           1738
0              0              1              0            nan           1739
0              0              1              0            nan           1740
0              0              1              0            nan           1741
0              0              1              0            nan           1742
0              0              1              0            nan           1743
0              0              1              0            nan           1744
0              0              1              0            nan           1745
0              0              1              0            nan           1746
0              0              1              0            nan           1747
0              0              1              0            nan           1748
0              0              1              0            nan           1749
0              0              1              0            nan           1750
0              0              1              0            nan           1751
0              0              1              0            nan           1752
0              0              1              0            nan           1753
0              0              1              0            nan           1754
0              0              1              0            nan           1755
0              0              1              0            nan           1756
0              0              1              0            nan           1757
0              0              1              0            nan           1758
0              0              1              0            nan           1759
0              0              1              0            nan           1760
0              0              1              0            nan           1761
0              0              1              0            nan           1762
